Kode,info_longName,info_sector,info_industry,info_marketCap,info_category,trading_recommendation,technical_trend,technical_momentum,technical_signal,price_action_market_structure,price_action_market_total_zones,fundamental_score,fundamental_rating,valuation_score,valuation_conclusion,valuation_reason,valuation_notes,info_website
ALDO.JK,PT Alkindo Naratama Tbk,Basic Materials,Paper & Paper Products,1699901865984.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,23.0,30.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV wajar|✅ Dividend yield tinggi,https://alkindo.co.id
AADI.JK,,Energy,Thermal Coal,58401690222592.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,36.0,30.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.adaroindonesia.com
NAIK.JK,,Basic Materials,Building Materials,432551165952.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,29.0,30.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.adiwarna.co.id
MOLI.JK,PT Madusari Murni Indah Tbk,Basic Materials,Chemicals,898932080640.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,26.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.molindo.co.id
BWPT.JK,PT Eagle High Plantations Tbk,Consumer Defensive,Packaged Foods,5072946200576.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,HL,26.0,30.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ PBV wajar,https://www.eaglehighplantations.com
PZZA.JK,PT Sarimelati Kencana Tbk,Consumer Cyclical,Restaurants,691262849024.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,20.0,30.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah),https://www.sarimelatikencana.co.id
BSSR.JK,PT Baramulti Suksessarana Tbk,Energy,Thermal Coal,10282844815360.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,20.0,30.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.bssr.co.id
BREN.JK,PT Barito Renewables Energy Tbk,Utilities,Utilities - Renewable,1281003121278976.0,Bluechip,WAIT,BULLISH,NETRAL,BUY,HL,37.0,25.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.baritorenewables.co.id
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,Financial Services,Banks - Regional,3033578602496.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,6.0,25.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://idn.ccb.com
KLBF.JK,PT Kalbe Farma Tbk.,Healthcare,Drug Manufacturers - General,55152757178368.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,34.0,25.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.kalbe.co.id
MYOR.JK,PT Mayora Indah Tbk,Consumer Defensive,Packaged Foods,47477826781184.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,35.0,25.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.mayoraindah.co.id
MTDL.JK,PT Metrodata Electronics Tbk,Technology,Electronics & Computer Distribution,7181977518080.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,19.0,25.0,BURUK 🔴,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV wajar|✅ Dividend yield tinggi,https://www.metrodata.co.id
MIDI.JK,PT Midi Utama Indonesia Tbk,Consumer Defensive,Grocery Stores,12036706664448.0,Menengah,WAIT,BEARISH,LEMAH (BEARISH),SELL,HL,29.0,25.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.alfamidiku.com
MPMX.JK,PT Mitra Pinasthika Mustika Tbk,Consumer Cyclical,Auto & Truck Dealerships,4445520789504.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,8.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.mpmgroup.co.id
BUAH.JK,PT Segar Kumala Indonesia Tbk,Consumer Defensive,Food Distribution,1280000000000.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,28.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://sk-indonesia.com
MAIN.JK,PT Malindo Feedmill Tbk,Consumer Defensive,Packaged Foods,1904937795584.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,32.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.malindofeedmill.com
URBN.JK,PT Urban Jakarta Propertindo Tbk.,Real Estate,Real Estate - Development,661354774528.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,25.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.urbanjakarta.co.id
MMLP.JK,PT Mega Manunggal Property Tbk,Real Estate,Real Estate Services,3995697938432.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,8.0,25.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://mmproperty.com
MEGA.JK,PT Bank Mega Tbk,Financial Services,Banks - Regional,38745046777856.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,27.0,25.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV wajar|✅ Dividend yield tinggi,https://www.bankmega.com
ERAL.JK,PT Sinar Eka Selaras Tbk,Consumer Cyclical,Specialty Retail,1753375047680.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,31.0,25.0,BURUK 🔴,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV rendah|✅ Dividend yield tinggi,https://www.ses.id
WEHA.JK,PT WEHA Transportasi Indonesia Tbk,Industrials,Railroads,213241020416.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,21.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.whitehorse.co.id
NISP.JK,PT Bank OCBC NISP Tbk,Financial Services,Banks - Regional,33041227448320.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,18.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.ocbc.id
PJAA.JK,PT Pembangunan Jaya Ancol Tbk,Consumer Cyclical,Leisure,960000032768.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,26.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.korporat.ancol.com
WOMF.JK,PT Wahana Ottomitra Multiartha Tbk,Financial Services,Credit Services,1155851878400.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,9.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.wom.co.id
UNIC.JK,PT Unggul Indah Cahaya Tbk,Basic Materials,Chemicals,3689564340224.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,26.0,25.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.uic.co.id
CARS.JK,PT Industri dan Perdagangan Bintraco Dharma Tbk,Consumer Cyclical,Auto & Truck Dealerships,1830000001024.0,Kecil,WAIT,BEARISH,NETRAL,SELL,LL,30.0,25.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|✅ PBV wajar,https://www.bintracodharma.com
FIRE.JK,PT Alfa Energi Investama Tbk,Energy,Thermal Coal,380643704832.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,30.0,25.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,https://www.alfacentra.com
NASA.JK,PT Andalan Perkasa Abadi Tbk,Real Estate,Real Estate - Development,627280969728.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,7.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.andalanperkasaabadi.co.id
KBLV.JK,PT First Media Tbk,Communication Services,Entertainment,329269739520.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,29.0,25.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.firstmedia.co.id
PBID.JK,PT Panca Budi Idaman Tbk,Consumer Cyclical,Packaging & Containers,3705000165376.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,14.0,25.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV rendah|✅ Dividend yield tinggi,https://www.pancabudi.com
TOWR.JK,PT Sarana Menara Nusantara Tbk.,Real Estate,Real Estate Services,32208467263488.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,24.0,25.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV rendah|✅ Dividend yield tinggi,https://www.ptsmn.co.id
TOTL.JK,PT Total Bangun Persada Tbk,Industrials,Engineering & Construction,3870349852672.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,25.0,25.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.totalbp.com/index/en
CAMP.JK,"PT Campina Ice Cream Industry, Tbk.",Consumer Defensive,Packaged Foods,1259389976576.0,Kecil,WAIT,BEARISH,NETRAL,SELL,LL,17.0,25.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ PBV rendah,https://www.campina.co.id
BOSS.JK,PT. Borneo Olah Sarana Sukses Tbk,,,70000001024.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
SPTO.JK,PT Surya Pertiwi Tbk,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1754999947264.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,10.0,25.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV rendah|✅ Dividend yield tinggi,https://suryapertiwi.co.id
RISE.JK,PT Jaya Sukses Makmur Sentosa Tbk,Real Estate,Real Estate - Development,106166508060672.0,Bluechip,WAIT,BULLISH,NETRAL,BUY,LL,22.0,25.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://tanrise.com
SOCI.JK,PT Soechi Lines Tbk,Industrials,Marine Shipping,4976594649088.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,28.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.soechi.com
KEEN.JK,PT Kencana Energi Lestari Tbk,Utilities,Utilities - Independent Power Producers,3776301760512.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,28.0,25.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.kencanaenergy.com
SMRA.JK,PT Summarecon Agung Tbk,Real Estate,Real Estate - Development,6636444319744.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,37.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.summarecon.com
SMDM.JK,PT Suryamas Dutamakmur Tbk,Real Estate,Real Estate - Development,3913153249280.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,29.0,25.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV wajar,https://www.rancamaya.com
SKLT.JK,PT Sekar Laut Tbk,Consumer Defensive,Packaged Foods,1670903889920.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,26.0,25.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://sekarlaut.com
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,Financial Services,Banks - Regional,4260735221760.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,16.0,25.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.bankwoorisaudara.com
SCCO.JK,PT Supreme Cable Manufacturing & Commerce Tbk,Industrials,Electrical Equipment & Parts,1965377191936.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,25.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.sucaco.com
TECH.JK,PT Indosterling Technomedia TBK,,,62815002624.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),
BBSI.JK,PT Krom Bank Indonesia Tbk,Financial Services,Banks - Regional,14331420868608.0,Menengah,WAIT,BEARISH,NETRAL,SELL,LL,31.0,25.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.bankbisnis.id
SOHO.JK,PT Soho Global Health Tbk,Healthcare,Medical Distribution,38709630074880.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,23.0,25.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.sohoglobalhealth.com
FAPA.JK,PT FAP Agri Tbk,Consumer Defensive,Farm Products,21781186347008.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,21.0,25.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi,https://www.fap-agri.com
PTSP.JK,PT Pioneerindo Gourmet International Tbk,Consumer Cyclical,Restaurants,220808003584.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,HL,33.0,25.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ PBV rendah,https://www.cfcindonesia.com
MASB.JK,PT Bank Multiarta Sentosa Tbk,Financial Services,Banks - Regional,4738796486656.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,23.0,25.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV rendah|✅ Dividend yield tinggi,https://www.bankmas.co.id
PNLF.JK,PT Panin Financial Tbk,Financial Services,Banks - Regional,9670666223616.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,17.0,25.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.paninfinancial.co.id
PNIN.JK,PT Paninvest Tbk,Financial Services,Insurance - Life,3376708845568.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,23.0,25.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.paninvest.co.id
PNBN.JK,PT Bank Pan Indonesia Tbk,Financial Services,Banks - Regional,26833336664064.0,Menengah,WAIT,BULLISH,NETRAL,NO TRADE,LL,27.0,25.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.panin.co.id
BEBS.JK,PT Berkah Beton Sadaya Tbk,Basic Materials,Building Materials,224999997440.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.berkahbetonsadaya.com
UNVR.JK,PT Unilever Indonesia Tbk,Consumer Defensive,Household & Personal Products,88889498796032.0,Menengah,WAIT,SIDEWAYS,LEMAH (BEARISH),NO TRADE,LL,42.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.unilever.co.id
BNBA.JK,PT Bank Bumi Arta Tbk,Financial Services,Banks - Regional,4065599946752.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,25.0,25.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV rendah,https://www.bankbba.co.id
ISSP.JK,PT Steel Pipe Industry of Indonesia Tbk,Basic Materials,Steel,3221795373056.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,32.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.spindo.com
JPFA.JK,PT Japfa Comfeed Indonesia Tbk,Consumer Defensive,Farm Products,32324922114048.0,Menengah,WAIT,BULLISH,NETRAL,NO TRADE,HL,37.0,25.0,BURUK 🔴,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV wajar|✅ Dividend yield tinggi,https://www.japfacomfeed.co.id
BDMN.JK,PT Bank Danamon Indonesia Tbk,Financial Services,Banks - Regional,25313501249536.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,24.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.danamon.co.id
AGRS.JK,PT Bank IBK Indonesia Tbk,Financial Services,Banks - Regional,3972744085504.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,16.0,25.0,BURUK 🔴,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah),https://www.ibk.co.id
BBRI.JK,PT Bank Rakyat Indonesia (Persero) Tbk,Financial Services,Banks - Regional,581986523545600.0,Bluechip,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,37.0,25.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV wajar|✅ Dividend yield tinggi,https://bri.co.id
BBMD.JK,PT Bank Mestika Dharma Tbk,Financial Services,Banks - Regional,8461161594880.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,9.0,25.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV wajar|✅ Dividend yield tinggi,https://www.bankmestika.co.id
EPMT.JK,PT Enseval Putera Megatrading Tbk.,Healthcare,Medical Distribution,6365304061952.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,HL,23.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.enseval.com
CEKA.JK,PT Wilmar Cahaya Indonesia Tbk.,Consumer Defensive,Packaged Foods,1463700029440.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,26.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://wilmarcahayaindonesia.com
BTEL.JK,PT Bakrie Telecom Tbk,,,1833194881024.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
ASGR.JK,PT Astra Graphia Tbk,Industrials,Specialty Business Services,1692719644672.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,31.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.astragraphia.co.id
BJBR.JK,PT Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,Financial Services,Banks - Regional,8838011944960.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,7.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.bankbjb.co.id
AMRT.JK,PT Sumber Alfaria Trijaya Tbk,Consumer Defensive,Grocery Stores,80557539065856.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,28.0,25.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://alfamart.co.id
BKSW.JK,PT Bank QNB Indonesia Tbk,Financial Services,Banks - Regional,2320431316992.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,18.0,25.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.qnb.co.id
GJTL.JK,PT. Gajah Tunggal Tbk,Consumer Cyclical,Auto Parts,3937381646336.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,33.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.gt-tires.com
BNGA.JK,PT Bank CIMB Niaga Tbk,Financial Services,Banks - Regional,46398653333504.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,26.0,25.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.cimbniaga.co.id
INPP.JK,PT Indonesian Paradise Property Tbk,Real Estate,Real Estate Services,8386478342144.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,28.0,25.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV rendah|✅ Dividend yield tinggi,https://paradiseindonesia.com
